 all D ~ (p/mc)^2/t (sec^-1)
 E(MeV)=  0.1000
  alpha0   Daa         Dap         Dpp
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2863E-04  0.2310E-05  0.1974E-06
   6.00  0.2884E-04  0.2791E-05  0.2865E-06
   7.00  0.2904E-04  0.3278E-05  0.3930E-06
   8.00  0.2926E-04  0.3771E-05  0.5172E-06
   9.00  0.2945E-04  0.4270E-05  0.6594E-06
  10.00  0.2966E-04  0.4773E-05  0.8200E-06
  11.00  0.2985E-04  0.5280E-05  0.9992E-06
  12.00  0.3004E-04  0.5791E-05  0.1197E-05
  13.00  0.3024E-04  0.6303E-05  0.1414E-05
  14.00  0.3042E-04  0.6818E-05  0.1650E-05
  15.00  0.3060E-04  0.7333E-05  0.1904E-05
  16.00  0.3078E-04  0.7848E-05  0.2178E-05
  17.00  0.3095E-04  0.8361E-05  0.2470E-05
  18.00  0.3112E-04  0.8871E-05  0.2780E-05
  19.00  0.3129E-04  0.9376E-05  0.3107E-05
  20.00  0.3146E-04  0.9876E-05  0.3450E-05
  21.00  0.3162E-04  0.1037E-04  0.3810E-05
  22.00  0.3180E-04  0.1085E-04  0.4185E-05
  23.00  0.3197E-04  0.1132E-04  0.4572E-05
  24.00  0.3216E-04  0.1177E-04  0.4991E-05
  25.00  0.3236E-04  0.1217E-04  0.5489E-05
  26.00  0.3257E-04  0.1257E-04  0.5948E-05
  27.00  0.3279E-04  0.1293E-04  0.6421E-05
  28.00  0.3303E-04  0.1327E-04  0.6893E-05
  29.00  0.3329E-04  0.1358E-04  0.7358E-05
  30.00  0.3358E-04  0.1386E-04  0.7819E-05
  31.00  0.3389E-04  0.1408E-04  0.8272E-05
  32.00  0.3424E-04  0.1426E-04  0.8711E-05
  33.00  0.3465E-04  0.1440E-04  0.9131E-05
  34.00  0.3510E-04  0.1449E-04  0.9524E-05
  35.00  0.3560E-04  0.1453E-04  0.9886E-05
  36.00  0.3618E-04  0.1451E-04  0.1021E-04
  37.00  0.3683E-04  0.1444E-04  0.1051E-04
  38.00  0.3755E-04  0.1430E-04  0.1076E-04
  39.00  0.3835E-04  0.1411E-04  0.1096E-04
  40.00  0.3923E-04  0.1388E-04  0.1111E-04
  41.00  0.4017E-04  0.1365E-04  0.1117E-04
  42.00  0.4113E-04  0.1345E-04  0.1109E-04
  43.00  0.4278E-04  0.1255E-04  0.1167E-04
  44.00  0.4364E-04  0.1253E-04  0.1123E-04
  45.00  0.4486E-04  0.1215E-04  0.1111E-04
  46.00  0.4570E-04  0.1213E-04  0.1059E-04
  47.00  0.4738E-04  0.1123E-04  0.1087E-04
  48.00  0.4896E-04  0.1037E-04  0.1107E-04
  49.00  0.4886E-04  0.1086E-04  0.1004E-04
  50.00  0.4902E-04  0.1098E-04  0.9381E-05
  51.00  0.4968E-04  0.1059E-04  0.9104E-05
  52.00  0.5022E-04  0.1036E-04  0.8664E-05
  53.00  0.5094E-04  0.1007E-04  0.8230E-05
  54.00  0.5433E-04  0.7994E-05  0.9108E-05
  55.00  0.5461E-04  0.8515E-05  0.8180E-05
  56.00  0.5646E-04  0.8422E-05  0.7922E-05
  57.00  0.5723E-04  0.9534E-05  0.7174E-05
  58.00  0.5810E-04  0.1036E-04  0.6670E-05
  59.00  0.5920E-04  0.9163E-05  0.5825E-05
  60.00  0.6050E-04  0.8578E-05  0.4172E-05
  61.00  0.6326E-04  0.8141E-05  0.4422E-05
  62.00  0.6450E-04  0.8472E-05  0.4244E-05
  63.00  0.6538E-04  0.8822E-05  0.4084E-05
  64.00  0.6803E-04  0.8094E-05  0.4480E-05
  65.00  0.6707E-04  0.8879E-05  0.4163E-05
  66.00  0.6849E-04  0.8388E-05  0.4444E-05
  67.00  0.6626E-04  0.9449E-05  0.4027E-05
  68.00  0.6581E-04  0.9701E-05  0.3962E-05
  69.00  0.6676E-04  0.9429E-05  0.4066E-05
  70.00  0.6766E-04  0.9360E-05  0.4078E-05
  71.00  0.6700E-04  0.9928E-05  0.3869E-05
  72.00  0.7328E-04  0.8256E-05  0.4397E-05
  73.00  0.8258E-04  0.5943E-05  0.5056E-05
  74.00  0.7787E-04  0.8060E-05  0.4365E-05
  75.00  0.8721E-04  0.6318E-05  0.4806E-05
  76.00  0.8540E-04  0.7801E-05  0.4401E-05
  77.00  0.9916E-04  0.5744E-05  0.4894E-05
  78.00  0.1148E-03  0.3872E-05  0.5287E-05
  79.00  0.1544E-03 -0.2091E-05  0.6413E-05
  80.00  0.3146E-03 -0.2799E-04  0.1082E-04
  81.00  0.1268E-03  0.6700E-05  0.4661E-05
  82.00  0.9050E-04  0.1296E-04  0.3656E-05
  83.00  0.7910E-04  0.1428E-04  0.3369E-05
  84.00  0.7241E-04  0.1403E-04  0.3159E-05
  85.00  0.6473E-04  0.1290E-04  0.2874E-05
  86.00  0.5480E-04  0.1106E-04  0.2474E-05
  87.00  0.4265E-04  0.8641E-05  0.1971E-05
  88.00  0.2936E-04  0.5909E-05  0.1421E-05
  89.00  0.1832E-04  0.2993E-05  0.9665E-06
 E(MeV)=  0.4336
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2814E-04  0.2358E-05  0.2090E-06
   6.00  0.2834E-04  0.2850E-05  0.3034E-06
   7.00  0.2855E-04  0.3349E-05  0.4165E-06
   8.00  0.2875E-04  0.3854E-05  0.5484E-06
   9.00  0.2896E-04  0.4365E-05  0.6998E-06
  10.00  0.2916E-04  0.4880E-05  0.8708E-06
  11.00  0.2935E-04  0.5401E-05  0.1061E-05
  12.00  0.2954E-04  0.5925E-05  0.1273E-05
  13.00  0.2972E-04  0.6451E-05  0.1505E-05
  14.00  0.2989E-04  0.6979E-05  0.1756E-05
  15.00  0.3006E-04  0.7507E-05  0.2028E-05
  16.00  0.3022E-04  0.8034E-05  0.2320E-05
  17.00  0.3037E-04  0.8556E-05  0.2631E-05
  18.00  0.3051E-04  0.9075E-05  0.2962E-05
  19.00  0.3065E-04  0.9587E-05  0.3310E-05
  20.00  0.3078E-04  0.1009E-04  0.3677E-05
  21.00  0.3091E-04  0.1058E-04  0.4059E-05
  22.00  0.3104E-04  0.1107E-04  0.4456E-05
  23.00  0.3116E-04  0.1154E-04  0.4866E-05
  24.00  0.3130E-04  0.1198E-04  0.5306E-05
  25.00  0.3146E-04  0.1237E-04  0.5845E-05
  26.00  0.3162E-04  0.1274E-04  0.6336E-05
  27.00  0.3179E-04  0.1309E-04  0.6835E-05
  28.00  0.3197E-04  0.1340E-04  0.7336E-05
  29.00  0.3218E-04  0.1369E-04  0.7822E-05
  30.00  0.3241E-04  0.1392E-04  0.8302E-05
  31.00  0.3266E-04  0.1411E-04  0.8771E-05
  32.00  0.3298E-04  0.1426E-04  0.9222E-05
  33.00  0.3332E-04  0.1434E-04  0.9648E-05
  34.00  0.3374E-04  0.1437E-04  0.1004E-04
  35.00  0.3421E-04  0.1436E-04  0.1040E-04
  36.00  0.3475E-04  0.1429E-04  0.1071E-04
  37.00  0.3538E-04  0.1417E-04  0.1097E-04
  38.00  0.3608E-04  0.1402E-04  0.1114E-04
  39.00  0.3687E-04  0.1384E-04  0.1124E-04
  40.00  0.3791E-04  0.1344E-04  0.1149E-04
  41.00  0.3898E-04  0.1307E-04  0.1161E-04
  42.00  0.4008E-04  0.1276E-04  0.1156E-04
  43.00  0.4114E-04  0.1253E-04  0.1133E-04
  44.00  0.4310E-04  0.1143E-04  0.1195E-04
  45.00  0.4392E-04  0.1155E-04  0.1123E-04
  46.00  0.4556E-04  0.1086E-04  0.1129E-04
  47.00  0.4598E-04  0.1129E-04  0.1024E-04
  48.00  0.4733E-04  0.1073E-04  0.1013E-04
  49.00  0.4821E-04  0.1047E-04  0.9767E-05
  50.00  0.5134E-04  0.8145E-05  0.1115E-04
  51.00  0.4914E-04  0.1017E-04  0.8886E-05
  52.00  0.5308E-04  0.7254E-05  0.1057E-04
  53.00  0.5354E-04  0.7233E-05  0.9865E-05
  54.00  0.5330E-04  0.7794E-05  0.8733E-05
  55.00  0.5380E-04  0.7987E-05  0.7953E-05
  56.00  0.5484E-04  0.8201E-05  0.7356E-05
  57.00  0.5588E-04  0.8983E-05  0.6731E-05
  58.00  0.5774E-04  0.9474E-05  0.6560E-05
  59.00  0.5936E-04  0.8607E-05  0.6040E-05
  60.00  0.6088E-04  0.7973E-05  0.4299E-05
  61.00  0.6273E-04  0.8153E-05  0.4187E-05
  62.00  0.6559E-04  0.7721E-05  0.4400E-05
  63.00  0.6688E-04  0.8049E-05  0.4214E-05
  64.00  0.7105E-04  0.6749E-05  0.4856E-05
  65.00  0.6982E-04  0.7828E-05  0.4359E-05
  66.00  0.7293E-04  0.6660E-05  0.4927E-05
  67.00  0.6919E-04  0.8380E-05  0.4219E-05
  68.00  0.6859E-04  0.8601E-05  0.4174E-05
  69.00  0.7018E-04  0.8003E-05  0.4417E-05
  70.00  0.7120E-04  0.7807E-05  0.4466E-05
  71.00  0.6902E-04  0.8858E-05  0.4075E-05
  72.00  0.6919E-04  0.9117E-05  0.3954E-05
  73.00  0.7191E-04  0.8637E-05  0.4063E-05
  74.00  0.7565E-04  0.7991E-05  0.4199E-05
  75.00  0.8388E-04  0.6344E-05  0.4589E-05
  76.00  0.8481E-04  0.6910E-05  0.4387E-05
  77.00  0.9894E-04  0.4585E-05  0.4899E-05
  78.00  0.1055E-03  0.4532E-05  0.4871E-05
  79.00  0.1314E-03  0.1054E-05  0.5529E-05
  80.00  0.2301E-03 -0.1432E-04  0.8167E-05
  81.00  0.1409E-03  0.3494E-05  0.4976E-05
  82.00  0.9371E-04  0.1194E-04  0.3693E-05
  83.00  0.8077E-04  0.1405E-04  0.3404E-05
  84.00  0.7514E-04  0.1430E-04  0.3265E-05
  85.00  0.6940E-04  0.1365E-04  0.3073E-05
  86.00  0.6125E-04  0.1221E-04  0.2762E-05
  87.00  0.5023E-04  0.1004E-04  0.2326E-05
  88.00  0.3702E-04  0.7275E-05  0.1805E-05
  89.00  0.2588E-04  0.3841E-05  0.1362E-05
 E(MeV)=  0.4704
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2751E-04  0.2396E-05  0.2201E-06
   6.00  0.2773E-04  0.2898E-05  0.3201E-06
   7.00  0.2795E-04  0.3408E-05  0.4399E-06
   8.00  0.2816E-04  0.3925E-05  0.5800E-06
   9.00  0.2837E-04  0.4450E-05  0.7411E-06
  10.00  0.2859E-04  0.4980E-05  0.9234E-06
  11.00  0.2879E-04  0.5515E-05  0.1127E-05
  12.00  0.2897E-04  0.6055E-05  0.1353E-05
  13.00  0.2916E-04  0.6597E-05  0.1601E-05
  14.00  0.2933E-04  0.7140E-05  0.1872E-05
  15.00  0.2949E-04  0.7683E-05  0.2163E-05
  16.00  0.2963E-04  0.8223E-05  0.2475E-05
  17.00  0.2977E-04  0.8758E-05  0.2809E-05
  18.00  0.2989E-04  0.9287E-05  0.3164E-05
  19.00  0.3000E-04  0.9808E-05  0.3537E-05
  20.00  0.3010E-04  0.1032E-04  0.3928E-05
  21.00  0.3019E-04  0.1082E-04  0.4336E-05
  22.00  0.3028E-04  0.1130E-04  0.4758E-05
  23.00  0.3036E-04  0.1177E-04  0.5194E-05
  24.00  0.3044E-04  0.1220E-04  0.5656E-05
  25.00  0.3056E-04  0.1256E-04  0.6237E-05
  26.00  0.3067E-04  0.1292E-04  0.6767E-05
  27.00  0.3079E-04  0.1325E-04  0.7295E-05
  28.00  0.3092E-04  0.1354E-04  0.7824E-05
  29.00  0.3107E-04  0.1378E-04  0.8332E-05
  30.00  0.3124E-04  0.1399E-04  0.8831E-05
  31.00  0.3146E-04  0.1413E-04  0.9317E-05
  32.00  0.3172E-04  0.1423E-04  0.9780E-05
  33.00  0.3202E-04  0.1426E-04  0.1021E-04
  34.00  0.3240E-04  0.1423E-04  0.1061E-04
  35.00  0.3284E-04  0.1415E-04  0.1096E-04
  36.00  0.3338E-04  0.1401E-04  0.1127E-04
  37.00  0.3400E-04  0.1381E-04  0.1151E-04
  38.00  0.3471E-04  0.1358E-04  0.1168E-04
  39.00  0.3553E-04  0.1332E-04  0.1177E-04
  40.00  0.3642E-04  0.1305E-04  0.1176E-04
  41.00  0.3739E-04  0.1280E-04  0.1163E-04
  42.00  0.3895E-04  0.1200E-04  0.1203E-04
  43.00  0.4015E-04  0.1172E-04  0.1179E-04
  44.00  0.4132E-04  0.1154E-04  0.1136E-04
  45.00  0.4345E-04  0.1046E-04  0.1181E-04
  46.00  0.4429E-04  0.1066E-04  0.1093E-04
  47.00  0.4576E-04  0.1022E-04  0.1066E-04
  48.00  0.4769E-04  0.9312E-05  0.1080E-04
  49.00  0.4892E-04  0.8915E-05  0.1048E-04
  50.00  0.4862E-04  0.9621E-05  0.9278E-05
  51.00  0.5037E-04  0.8419E-05  0.9707E-05
  52.00  0.5010E-04  0.8812E-05  0.8814E-05
  53.00  0.5122E-04  0.8225E-05  0.8631E-05
  54.00  0.5227E-04  0.7795E-05  0.8258E-05
  55.00  0.5412E-04  0.6936E-05  0.8182E-05
  56.00  0.5364E-04  0.7959E-05  0.6912E-05
  57.00  0.5649E-04  0.7345E-05  0.7057E-05
  58.00  0.5731E-04  0.8583E-05  0.6408E-05
  59.00  0.5942E-04  0.8015E-05  0.6192E-05
  60.00  0.6113E-04  0.7371E-05  0.4425E-05
  61.00  0.6308E-04  0.7547E-05  0.4293E-05
  62.00  0.6711E-04  0.6610E-05  0.4754E-05
  63.00  0.6802E-04  0.7296E-05  0.4346E-05
  64.00  0.6931E-04  0.7613E-05  0.4157E-05
  65.00  0.7262E-04  0.6707E-05  0.4583E-05
  66.00  0.7151E-04  0.7573E-05  0.4217E-05
  67.00  0.7287E-04  0.7106E-05  0.4463E-05
  68.00  0.7432E-04  0.6465E-05  0.4768E-05
  69.00  0.6808E-04  0.8824E-05  0.3875E-05
  70.00  0.6794E-04  0.8841E-05  0.3901E-05
  71.00  0.6786E-04  0.8981E-05  0.3867E-05
  72.00  0.7186E-04  0.7890E-05  0.4202E-05
  73.00  0.7050E-04  0.8630E-05  0.3912E-05
  74.00  0.7735E-04  0.6983E-05  0.4327E-05
  75.00  0.7831E-04  0.7186E-05  0.4188E-05
  76.00  0.8139E-04  0.6950E-05  0.4181E-05
  77.00  0.9491E-04  0.4527E-05  0.4693E-05
  78.00  0.1053E-03  0.3407E-05  0.4865E-05
  79.00  0.1231E-03  0.1372E-05  0.5207E-05
  80.00  0.2058E-03 -0.1135E-04  0.7384E-05
  81.00  0.1574E-03 -0.3300E-06  0.5351E-05
  82.00  0.9678E-04  0.1056E-04  0.3718E-05
  83.00  0.8121E-04  0.1349E-04  0.3397E-05
  84.00  0.7641E-04  0.1425E-04  0.3317E-05
  85.00  0.7255E-04  0.1407E-04  0.3217E-05
  86.00  0.6658E-04  0.1311E-04  0.3014E-05
  87.00  0.5745E-04  0.1130E-04  0.2675E-05
  88.00  0.4535E-04  0.8616E-05  0.2229E-05
  89.00  0.3534E-04  0.4703E-05  0.1851E-05
 E(MeV)=  0.5104
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2662E-04  0.2404E-05  0.2285E-06
   6.00  0.2687E-04  0.2913E-05  0.3330E-06
   7.00  0.2711E-04  0.3433E-05  0.4588E-06
   8.00  0.2736E-04  0.3962E-05  0.6069E-06
   9.00  0.2760E-04  0.4501E-05  0.7778E-06
  10.00  0.2784E-04  0.5047E-05  0.9721E-06
  11.00  0.2806E-04  0.5600E-05  0.1190E-05
  12.00  0.2828E-04  0.6158E-05  0.1433E-05
  13.00  0.2849E-04  0.6721E-05  0.1699E-05
  14.00  0.2867E-04  0.7282E-05  0.1990E-05
  15.00  0.2884E-04  0.7844E-05  0.2303E-05
  16.00  0.2898E-04  0.8402E-05  0.2641E-05
  17.00  0.2911E-04  0.8954E-05  0.3001E-05
  18.00  0.2922E-04  0.9496E-05  0.3381E-05
  19.00  0.2931E-04  0.1003E-04  0.3782E-05
  20.00  0.2938E-04  0.1055E-04  0.4202E-05
  21.00  0.2943E-04  0.1104E-04  0.4639E-05
  22.00  0.2948E-04  0.1153E-04  0.5089E-05
  23.00  0.2952E-04  0.1199E-04  0.5553E-05
  24.00  0.2956E-04  0.1242E-04  0.6038E-05
  25.00  0.2963E-04  0.1277E-04  0.6667E-05
  26.00  0.2969E-04  0.1309E-04  0.7239E-05
  27.00  0.2976E-04  0.1340E-04  0.7797E-05
  28.00  0.2984E-04  0.1365E-04  0.8352E-05
  29.00  0.2994E-04  0.1386E-04  0.8883E-05
  30.00  0.3007E-04  0.1402E-04  0.9403E-05
  31.00  0.3023E-04  0.1412E-04  0.9900E-05
  32.00  0.3045E-04  0.1416E-04  0.1037E-04
  33.00  0.3072E-04  0.1414E-04  0.1081E-04
  34.00  0.3106E-04  0.1405E-04  0.1120E-04
  35.00  0.3149E-04  0.1389E-04  0.1153E-04
  36.00  0.3200E-04  0.1369E-04  0.1182E-04
  37.00  0.3262E-04  0.1341E-04  0.1205E-04
  38.00  0.3336E-04  0.1310E-04  0.1220E-04
  39.00  0.3421E-04  0.1276E-04  0.1228E-04
  40.00  0.3516E-04  0.1241E-04  0.1225E-04
  41.00  0.3619E-04  0.1209E-04  0.1210E-04
  42.00  0.3727E-04  0.1183E-04  0.1181E-04
  43.00  0.3920E-04  0.1077E-04  0.1232E-04
  44.00  0.4040E-04  0.1061E-04  0.1179E-04
  45.00  0.4164E-04  0.1049E-04  0.1119E-04
  46.00  0.4382E-04  0.9512E-05  0.1142E-04
  47.00  0.4618E-04  0.8434E-05  0.1169E-04
  48.00  0.4634E-04  0.9349E-05  0.1012E-04
  49.00  0.4797E-04  0.8755E-05  0.9968E-05
  50.00  0.4969E-04  0.7917E-05  0.1005E-04
  51.00  0.4916E-04  0.8706E-05  0.8835E-05
  52.00  0.4924E-04  0.8795E-05  0.8249E-05
  53.00  0.4976E-04  0.8641E-05  0.7811E-05
  54.00  0.5111E-04  0.8013E-05  0.7635E-05
  55.00  0.5291E-04  0.7147E-05  0.7570E-05
  56.00  0.5347E-04  0.7325E-05  0.6819E-05
  57.00  0.5489E-04  0.7344E-05  0.6403E-05
  58.00  0.5695E-04  0.7699E-05  0.6241E-05
  59.00  0.5820E-04  0.8118E-05  0.5832E-05
  60.00  0.6125E-04  0.6787E-05  0.4535E-05
  61.00  0.6345E-04  0.6870E-05  0.4442E-05
  62.00  0.6535E-04  0.7137E-05  0.4247E-05
  63.00  0.6886E-04  0.6558E-05  0.4483E-05
  64.00  0.7050E-04  0.6872E-05  0.4264E-05
  65.00  0.7217E-04  0.6977E-05  0.4174E-05
  66.00  0.7444E-04  0.6514E-05  0.4382E-05
  67.00  0.8065E-04  0.4145E-05  0.5406E-05
  68.00  0.7341E-04  0.7161E-05  0.4184E-05
  69.00  0.7153E-04  0.7676E-05  0.4051E-05
  70.00  0.7090E-04  0.7744E-05  0.4081E-05
  71.00  0.7020E-04  0.7988E-05  0.4027E-05
  72.00  0.6825E-04  0.8777E-05  0.3759E-05
  73.00  0.7275E-04  0.7598E-05  0.4085E-05
  74.00  0.7487E-04  0.7301E-05  0.4094E-05
  75.00  0.7460E-04  0.7711E-05  0.3905E-05
  76.00  0.9210E-04  0.3689E-05  0.4838E-05
  77.00  0.9397E-04  0.3991E-05  0.4636E-05
  78.00  0.1138E-03  0.6619E-06  0.5241E-05
  79.00  0.1173E-03  0.1372E-05  0.4975E-05
  80.00  0.1785E-03 -0.7810E-05  0.6511E-05
  81.00  0.1762E-03 -0.4605E-05  0.5784E-05
  82.00  0.1002E-03  0.8910E-05  0.3737E-05
  83.00  0.8075E-04  0.1267E-04  0.3354E-05
  84.00  0.7616E-04  0.1387E-04  0.3318E-05
  85.00  0.7407E-04  0.1414E-04  0.3304E-05
  86.00  0.7043E-04  0.1367E-04  0.3216E-05
  87.00  0.6384E-04  0.1230E-04  0.3001E-05
  88.00  0.5431E-04  0.9756E-05  0.2685E-05
  89.00  0.4659E-04  0.5468E-05  0.2425E-05
 E(MeV)=  0.5537
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2526E-04  0.2354E-05  0.2303E-06
   6.00  0.2556E-04  0.2863E-05  0.3370E-06
   7.00  0.2586E-04  0.3385E-05  0.4666E-06
   8.00  0.2617E-04  0.3923E-05  0.6204E-06
   9.00  0.2648E-04  0.4475E-05  0.7996E-06
  10.00  0.2679E-04  0.5041E-05  0.1005E-05
  11.00  0.2709E-04  0.5617E-05  0.1238E-05
  12.00  0.2736E-04  0.6201E-05  0.1498E-05
  13.00  0.2762E-04  0.6792E-05  0.1787E-05
  14.00  0.2786E-04  0.7383E-05  0.2101E-05
  15.00  0.2806E-04  0.7972E-05  0.2443E-05
  16.00  0.2823E-04  0.8557E-05  0.2810E-05
  17.00  0.2837E-04  0.9132E-05  0.3201E-05
  18.00  0.2849E-04  0.9695E-05  0.3614E-05
  19.00  0.2856E-04  0.1024E-04  0.4049E-05
  20.00  0.2862E-04  0.1077E-04  0.4502E-05
  21.00  0.2866E-04  0.1128E-04  0.4971E-05
  22.00  0.2866E-04  0.1176E-04  0.5455E-05
  23.00  0.2866E-04  0.1221E-04  0.5950E-05
  24.00  0.2865E-04  0.1264E-04  0.6462E-05
  25.00  0.2867E-04  0.1296E-04  0.7138E-05
  26.00  0.2868E-04  0.1326E-04  0.7760E-05
  27.00  0.2870E-04  0.1352E-04  0.8352E-05
  28.00  0.2874E-04  0.1375E-04  0.8930E-05
  29.00  0.2879E-04  0.1393E-04  0.9484E-05
  30.00  0.2887E-04  0.1404E-04  0.1002E-04
  31.00  0.2899E-04  0.1408E-04  0.1053E-04
  32.00  0.2917E-04  0.1407E-04  0.1100E-04
  33.00  0.2941E-04  0.1398E-04  0.1143E-04
  34.00  0.2973E-04  0.1383E-04  0.1180E-04
  35.00  0.3013E-04  0.1361E-04  0.1212E-04
  36.00  0.3064E-04  0.1333E-04  0.1237E-04
  37.00  0.3126E-04  0.1301E-04  0.1254E-04
  38.00  0.3202E-04  0.1263E-04  0.1265E-04
  39.00  0.3297E-04  0.1213E-04  0.1279E-04
  40.00  0.3397E-04  0.1172E-04  0.1272E-04
  41.00  0.3508E-04  0.1132E-04  0.1257E-04
  42.00  0.3626E-04  0.1098E-04  0.1225E-04
  43.00  0.3743E-04  0.1077E-04  0.1177E-04
  44.00  0.3958E-04  0.9643E-05  0.1219E-04
  45.00  0.4086E-04  0.9544E-05  0.1152E-04
  46.00  0.4361E-04  0.8083E-05  0.1217E-04
  47.00  0.4419E-04  0.8766E-05  0.1074E-04
  48.00  0.4579E-04  0.8476E-05  0.1026E-04
  49.00  0.4769E-04  0.7863E-05  0.1008E-04
  50.00  0.4874E-04  0.7831E-05  0.9446E-05
  51.00  0.5027E-04  0.7129E-05  0.9440E-05
  52.00  0.4998E-04  0.7606E-05  0.8552E-05
  53.00  0.5153E-04  0.6664E-05  0.8750E-05
  54.00  0.5130E-04  0.7287E-05  0.7679E-05
  55.00  0.5194E-04  0.7327E-05  0.6996E-05
  56.00  0.5312E-04  0.7004E-05  0.6577E-05
  57.00  0.5470E-04  0.6707E-05  0.6259E-05
  58.00  0.5554E-04  0.7604E-05  0.5610E-05
  59.00  0.5783E-04  0.7671E-05  0.5709E-05
  60.00  0.6140E-04  0.6198E-05  0.4634E-05
  61.00  0.6349E-04  0.6349E-05  0.4499E-05
  62.00  0.6558E-04  0.6534E-05  0.4340E-05
  63.00  0.6767E-04  0.6716E-05  0.4179E-05
  64.00  0.7121E-04  0.6204E-05  0.4353E-05
  65.00  0.7301E-04  0.6456E-05  0.4159E-05
  66.00  0.7683E-04  0.5543E-05  0.4524E-05
  67.00  0.7640E-04  0.6250E-05  0.4196E-05
  68.00  0.7755E-04  0.5892E-05  0.4368E-05
  69.00  0.7586E-04  0.6343E-05  0.4256E-05
  70.00  0.7552E-04  0.6202E-05  0.4380E-05
  71.00  0.7357E-04  0.6742E-05  0.4249E-05
  72.00  0.7026E-04  0.7886E-05  0.3877E-05
  73.00  0.7764E-04  0.5807E-05  0.4488E-05
  74.00  0.7118E-04  0.8037E-05  0.3753E-05
  75.00  0.7737E-04  0.6617E-05  0.4069E-05
  76.00  0.8141E-04  0.5944E-05  0.4143E-05
  77.00  0.8870E-04  0.4684E-05  0.4332E-05
  78.00  0.9872E-04  0.3171E-05  0.4545E-05
  79.00  0.1189E-03  0.1713E-06  0.5017E-05
  80.00  0.1593E-03 -0.5502E-05  0.5888E-05
  81.00  0.1966E-03 -0.9062E-05  0.6260E-05
  82.00  0.1043E-03  0.7064E-05  0.3767E-05
  83.00  0.7978E-04  0.1165E-04  0.3289E-05
  84.00  0.7465E-04  0.1321E-04  0.3273E-05
  85.00  0.7394E-04  0.1385E-04  0.3338E-05
  86.00  0.7256E-04  0.1382E-04  0.3359E-05
  87.00  0.6899E-04  0.1293E-04  0.3287E-05
  88.00  0.6333E-04  0.1055E-04  0.3150E-05
  89.00  0.5947E-04  0.5999E-05  0.3063E-05
 E(MeV)=  0.6008
  alpha0   Daa         Dap         Dpp
   1.00  0.0000E+00  0.0000E+00  0.0000E+00
   2.00  0.0000E+00  0.0000E+00  0.0000E+00
   3.00  0.0000E+00  0.0000E+00  0.0000E+00
   4.00  0.0000E+00  0.0000E+00  0.0000E+00
   5.00  0.2320E-04  0.2213E-05  0.2210E-06
   6.00  0.2356E-04  0.2706E-05  0.3256E-06
   7.00  0.2395E-04  0.3219E-05  0.4541E-06
   8.00  0.2436E-04  0.3756E-05  0.6087E-06
   9.00  0.2479E-04  0.4315E-05  0.7915E-06
  10.00  0.2521E-04  0.4896E-05  0.1004E-05
  11.00  0.2563E-04  0.5498E-05  0.1249E-05
  12.00  0.2604E-04  0.6115E-05  0.1526E-05
  13.00  0.2642E-04  0.6746E-05  0.1838E-05
  14.00  0.2676E-04  0.7382E-05  0.2183E-05
  15.00  0.2706E-04  0.8018E-05  0.2558E-05
  16.00  0.2731E-04  0.8649E-05  0.2965E-05
  17.00  0.2752E-04  0.9265E-05  0.3397E-05
  18.00  0.2766E-04  0.9864E-05  0.3854E-05
  19.00  0.2776E-04  0.1044E-04  0.4330E-05
  20.00  0.2782E-04  0.1099E-04  0.4825E-05
  21.00  0.2783E-04  0.1151E-04  0.5335E-05
  22.00  0.2781E-04  0.1200E-04  0.5855E-05
  23.00  0.2778E-04  0.1244E-04  0.6386E-05
  24.00  0.2772E-04  0.1286E-04  0.6929E-05
  25.00  0.2769E-04  0.1316E-04  0.7657E-05
  26.00  0.2766E-04  0.1342E-04  0.8335E-05
  27.00  0.2764E-04  0.1365E-04  0.8965E-05
  28.00  0.2762E-04  0.1384E-04  0.9562E-05
  29.00  0.2763E-04  0.1396E-04  0.1014E-04
  30.00  0.2767E-04  0.1403E-04  0.1068E-04
